,NAME,DEVELOPER,PUBLISHER,BASE PRICE,SUCCESS,Action,Adventure,Casual,Early Access,Free to Play,Indie,Massively Multiplayer,Movie,RPG,Racing,Simulation,Sports,Strategy,LAN Co-op,Online Co-op,Online PvP,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,NEGATIVE REVIEWS,POSITIVE REVIEWS,TOTAL REVIEWS,ALL TIME PEAK,positive_review_rate,peak_ratio,log_negative_reviews,log_positive_reviews,log_total_reviews,log_all_time_peak
2148,Winning Post 9 2020,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24,34,58,1434,0.586206896551724,0.0230125523012552,3.2188758248682,3.55534806148941,4.07753744390572,7.26892012819372
2149,FINAL FANTASY,Square Enix,Square Enix,11.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,309,5175,5484,3064,0.943654266958424,0.0381853785900783,5.73657229747919,8.55178783618074,8.60977237270933,8.02780284837031
2150,FINAL FANTASY II,Square Enix,Square Enix,11.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,422,1607,2029,1581,0.792015771315919,0.0702087286527514,6.04737217904628,7.38274644973891,7.61579107203583,7.3664451483276
2151,FINAL FANTASY III,Square Enix,Square Enix,17.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,114,1647,1761,1770,0.93526405451448,0.0468926553672316,4.74493212836325,7.40731771046942,7.47420480649612,7.47929963778283
2152,FINAL FANTASY IV,Square Enix,Square Enix,17.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,186,1709,1895,3407,0.901846965699208,0.0287643087760493,5.23110861685459,7.44424864949671,7.54750168281497,8.13388088794921
2153,FINAL FANTASY V,Square Enix,Square Enix,17.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,194,1318,1512,3948,0.871693121693122,0.0521783181357649,5.27299955856375,7.18462915271731,7.32184971378836,8.28121766128665
2154,FINAL FANTASY VI,Square Enix,Square Enix,17.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,288,2653,2941,4482,0.902074124447467,0.0618027666220437,5.66642668811243,7.88382321489215,7.98684490116138,8.40804774415544
2155,Red Dead Redemption 2,Rockstar Games,Rockstar Games,59.99,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,47569,494283,541852,77335,0.912210345260329,0.52589383849486,10.7699575894263,13.1108655297645,13.2027500259234,11.2559148441444
2156,Revita,BenStar,"Dear Villagers,Doyoyo Games",16.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,339,1656,1995,2106,0.830075187969925,0.0194681861348528,5.82894561761021,7.41276401742656,7.59890045687141,7.65302041380419
2157,Legend of Mana,"Square Enix,M2 Co., Ltd.",Square Enix,29.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,204,800,1004,1466,0.796812749003984,0.0081855388813096,5.32300997913841,6.68586094706836,6.91274282049318,7.29097477814298
2158,Terra Invicta,Pavonis Interactive,Hooded Horse,39.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,994,4162,5156,9826,0.807214895267649,0.0590270710360269,6.90274273715859,8.33399124719497,8.54811029405096,9.19288897836243
2159,Space Crew: Legendary Edition,Runner Duck,Curve Games,24.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,379,1331,1710,1536,0.778362573099415,0.0143229166666667,5.94017125272043,7.19443685110033,7.44483327389219,7.3375877435386
2160,World of Talesworth: Idle MMO Simulator,Talesworth Game Studio,Talesworth Game Studio,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95,223,318,1876,0.70125786163522,0.0373134328358209,4.56434819146784,5.41164605185504,5.76519110278484,7.53743003658651
2161,Blackjack Championship,BBstudio Inc.,BBstudio Inc.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,349,705,1054,137,0.66888045540797,0.598540145985402,5.85793315448346,6.55961523749324,6.96129604591017,4.92725368515721
2162,Pro Cycling Manager 2020,Cyanide Studio,Nacon,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,121,805,926,2830,0.869330453563715,0.0402826855123675,4.80402104473326,6.69208374250663,6.83195356556585,7.9483852851119
2163,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,147,556,703,2658,0.790896159317212,0.0944319036869827,4.99721227376411,6.32256523992728,6.55677835615804,7.88570539124302
2164,Bright Memory: Infinite,FYQD-Studio,"FYQD-Studio,PLAYISM",19.99,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2833,33886,36719,13637,0.922846482747351,0.0063063723692894,7.94944442025063,10.430786738995,10.5110768447344,9.5206152930806
2165,Wurm Online,Code Club AB,Code Club AB,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,749,1126,1875,1226,0.600533333333333,0.163132137030995,6.62007320653036,7.02731451403978,7.53689712956617,7.11232744471091
2166,Stay Out,MOBITECH LLC,MOBITECH LLC,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7976,12918,20894,2634,0.618263616349191,0.765755504935459,8.98431767991113,9.4664543749603,9.94726517488202,7.87663846097546
2167,Tell Me Why,DONTNOD Entertainment,Xbox Game Studios,19.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1836,9398,11234,2768,0.836567562755919,0.0198699421965318,7.51588908521513,9.1483585796203,9.32678918461943,7.92624152317096
2168,Urtuk: The Desolation,David Kaleta,David Kaleta,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,243,1925,2168,937,0.887915129151292,0.0917822838847385,5.4971682252932,7.56320059235807,7.68202151082687,6.84374994900622
2169,HIVESWAP: ACT 2,"What Pumpkin Games, Inc.","What Pumpkin Games, Inc.",14.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124,866,990,610,0.874747474747475,0.0065573770491803,4.8283137373023,6.76503897678054,6.89871453432999,6.4150969591716
2170,WGT Golf,Topgolf Media,Topgolf Media,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,919,1479,2398,401,0.616763969974979,0.658354114713217,6.82437367004309,7.29979736675816,7.78280726283969,5.99645208861902
2171,Weed Shop 3,Weed Games,Weed Games,19.99,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,196,3338,3534,2548,0.944538766270515,0.0592621664050235,5.28320372873799,8.11342663994365,8.17046857833067,7.84345640437612
2172,Impostor Factory,Freebird Games,Freebird Games,9.99,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,398,9758,10156,1089,0.960811343048444,0.0119375573921028,5.98896141688986,9.18594521514146,9.2259184019395,6.99393297522319
2173,A Plague Tale: Requiem,Asobo Studio,Focus Entertainment,49.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1205,12902,14107,4903,0.914581413482668,0.0558841525596574,7.09506437728713,9.46521512145185,9.55449729135594,8.49780647761605
2174,Scavengers,Improbable Worlds Limited,Improbable Worlds Limited,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3916,5862,9778,16712,0.599509102065862,5.98372426998564e-05,8.27308133366583,8.67641669696422,9.18799250831228,9.72394213868892
2175,Gears Tactics,"Splash Damage,The Coalition",Xbox Game Studios,39.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1645,5089,6734,6401,0.755717255717256,0.0120293704108733,7.40610338123702,8.53503310954457,8.81507308884446,8.76436572052981
2176,KartRider: Drift,Nexon Korea Corporation,Nexon America Inc.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1349,3747,5096,4688,0.735282574568289,0.0366894197952218,7.20785987143248,8.22897764335831,8.53640741034004,8.45297461908959
2177,RUSSIAPHOBIA,European Flameworms,Union Onion,0.99,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2075,4575,6650,1350,0.68796992481203,0.0066666666666666,7.63819824428578,8.42858053305963,8.80252249828442,7.2086003379602
2178,Pathfinder: Wrath of the Righteous - Enhanced Edition,Owlcat Games,"META Publishing,Owlcat Games",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5299,26547,31846,46563,0.833605476354958,0.044284088224556,8.57546209954021,10.1867096942658,10.3686984650412,10.7485829893681
2179,The Political Process,Verlumino Studios LLC,Verlumino Studios LLC,14.99,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,63,1528,1591,302,0.960402262727844,0.410596026490066,4.15888308335967,7.33236920592906,7.37274636640433,5.71373280550937
2180,Astellia,Studio 8,Friends Games Corp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,556,1083,1639,1171,0.660768761439902,0.0,6.32256523992728,6.98841318199959,7.40245152081824,7.06646697013696
2181,Chrono Ark,Al Fine,Al Fine,19.99,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,659,5958,6617,1544,0.900408039897234,0.210492227979275,6.49223983502047,8.69265796074698,8.79754848848156,7.34277918933185
2182,觅长生,Chalcedony Network,Chalcedony Network,14.99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1600,22245,23845,26379,0.932899979031243,0.126502141855264,7.37838371299671,10.009917496152,10.0793717673661,10.1803614262713
2183,Bleeding Edge,Ninja Theory,Ninja Theory,29.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,540,1052,1592,828,0.660804020100503,0.0,6.29341927884648,6.95939851213398,7.37337430991005,6.7202201551353
2184,Car Mechanic Simulator 2021,Red Dot Games,PlayWay S.A.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,936,22152,23088,22530,0.959459459459459,0.0670661340434976,6.84268328223842,10.0057282064827,10.047111592619,10.0226474177054
2185,SUPER PEOPLE 2,Wonder People,Wonder Games,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7287,9052,16339,47189,0.554011873431667,8.47655173875267e-05,8.89398443893979,9.11085147347544,9.70137136841399,10.7619372847204
2186,House Flipper 2,"Frozen District,Empyrean","Frozen District,PlayWay S.A.",39.99,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1288,4499,5787,18120,0.777432175565924,0.0916666666666667,7.16162200293919,8.41183267575841,8.66354208775137,9.80482676571216
2187,Growing Up,Vile Monarch,Vile Monarch,14.99,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,313,2380,2693,1581,0.883772744151504,0.0347881087919039,5.74939298590825,7.77527584648686,7.89878235697031,7.3664451483276
2188,Inferna,INFERNA LIMITED,INFERNA LIMITED,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,782,1252,2034,847,0.615535889872173,0.0283353010625738,6.6631326959908,7.13329595489607,7.6182510978767,6.7428806357919
2189,Fake Lay,Timeless SP,Nutaku Publishing,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,318,622,940,342,0.661702127659574,0.757309941520468,5.76519110278484,6.43454651878745,6.84694313958538,5.83773044716594
2190,ANIME REDEMPTION,Konnichiwa Games,Konnichiwa Games,1.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116,489,605,995,0.808264462809917,0.0010050251256281,4.76217393479776,6.19440539110467,6.40687998606931,6.9037472575846
2191,The Dark Pictures Anthology: Little Hope,Supermassive Games,BANDAI NAMCO Entertainment Europe,19.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2111,5468,7579,4978,0.72146721203325,0.0156689433507433,7.65539064482615,8.60685106334677,8.93326847863642,8.51298434664218
2192,Meet Your Maker,Behaviour Interactive Inc.,Behaviour Interactive Inc.,29.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,883,2227,3110,2996,0.716077170418006,0.0133511348464619,6.78445706263764,7.70885960104718,8.04269949689764,8.00536706731666
2193,Blackthorn Arena,PersonaeGame Studio,PersonaeGame Studio,19.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1173,2559,3732,3091,0.685691318327974,0.0058233581365254,7.06817200038804,7.84776253747361,8.22496747891458,8.03657340970731
2194,Moncage,Optillusion,XD,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,326,4475,4801,1942,0.932097479691731,0.0092687950566426,5.78996017089725,8.40648506943182,8.4767877767812,7.57198844937744
2195,Last Year,Undaunted Games,Undaunted Games,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3629,5806,9435,3662,0.615368309485957,0.0122883670125614,8.1969879272589,8.66681936537205,9.15228744052757,8.20603776277881
2196,Fantasy Grounds Unity,"SmiteWorks USA, LLC","SmiteWorks USA, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,111,599,710,463,0.843661971830986,0.49244060475162,4.71849887129509,6.39692965521615,6.56667242980324,6.13988455222626
2197,WE ARE FOOTBALL,Winning Streak Games,THQ Nordic,24.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,312,1082,1394,3822,0.776183644189383,0.0423861852433281,5.74620319054015,6.98749024700099,7.24064969425547,8.24879073369641
2198,Resident Evil Village,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",39.99,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4565,98788,103353,106631,0.955830987005699,0.0092562200485787,8.42639282708974,11.5007415415053,11.5459152677959,11.5771389332839
2199,BIOHAZARD VILLAGE Z Version,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36,199,235,4816,0.846808510638298,0.0047757475083056,3.61091791264422,5.29831736654804,5.46383180502561,8.47990660663022
2200,Nexomon: Extinction,VEWO Interactive Inc.,"PQube,VEWO Interactive Inc.",19.99,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,215,2463,2678,1162,0.919716206123973,0.0283993115318417,5.37527840768417,7.80954132465341,7.89319886954461,7.05875815251866
2201,The Perfect Tower II,Fire Sword Studios,Fire Sword Studios,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,358,2674,3032,4891,0.881926121372032,0.198732365569413,5.88332238848828,7.89170465933011,8.01730750768858,8.49535649680706
2202,Until We Die,Pixeye Games,Pixeye Games,16.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1339,2853,4192,2318,0.680582061068702,0.0077653149266609,7.20042489294496,7.95647679803678,8.34117174717076,7.74889133725553
2203,The Legend of Heroes: Trails of Cold Steel IV,"Nihon Falcom,Engine Software BV,PH3 GmbH","NIS America, Inc.",59.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,131,1825,1956,2736,0.933026584867076,0.0314327485380117,4.88280192258637,7.50988306115491,7.57916796739608,7.91461770904068
2204,Hentai Police,"Podval Games,KremlinDev",GOSZAKAZ,0.99,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,469,2201,2670,2824,0.82434456928839,0.0010623229461756,6.1527326947041,7.69712131728263,7.89020821310996,7.94626364358054
2205,Immortal Life,YiFang Studio,2P Games,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,584,2503,3087,2926,0.810819565921607,0.147641831852358,6.37161184723186,7.82564473221999,8.03527891114467,7.98173328669189
2206,HELLCARD,Thing Trunk,"Skystone Games,Surefire.Games",19.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,339,1829,2168,3437,0.843634686346863,0.140238580157114,5.82894561761021,7.51207124583547,7.68202151082687,8.1426451859428
2207,Starship Troopers: Terran Command,The Artistocrats,Slitherine Ltd.,29.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1064,7891,8955,8089,0.881183696259073,0.0248485597725306,6.97073007814353,8.97360486714251,9.10007897771865,8.99838401005254
2208,Paleo Pines,Italic Pig,Maximum Entertainment,29.99,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,112,1064,1176,1506,0.904761904761905,0.108233731739708,4.72738781871234,6.97073007814353,7.07072410726028,7.3178761986265
2209,Breakwaters,Soaring Pixels Games,Soaring Pixels Games,19.99,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,353,586,939,444,0.624068157614484,0.009009009009009,5.86929691313377,6.3750248198281,6.84587987526405,6.09807428216624
2210,NARAKA: BLADEPOINT,24 Entertainment,NetEase Games Global,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77567,169481,247048,295419,0.686024578219617,0.913827478936697,11.2589102499889,12.0405020054733,12.4173419765021,12.5961533515946
2211,Enshrouded,Keen Games GmbH,Keen Games GmbH,29.99,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5150,33593,38743,160361,0.867072761531115,0.212907128291792,8.54694614956558,10.4221027585769,10.5647311840831,11.9851890386168
2212,Pentiment,Obsidian Entertainment,Xbox Game Studios,19.99,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,257,5013,5270,1250,0.95123339658444,0.0776,5.55295958492162,8.51998927871824,8.56997537685521,7.13169851046691
2213,MX vs ATV Legends,Rainbow Studios,THQ Nordic,39.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,480,1018,1498,335,0.679572763684913,0.456716417910448,6.17586727010576,6.92657703322272,7.3125534981026,5.8171111599632
2214,WorldBox - God Simulator,Maxim Karpenko,Maxim Karpenko,19.99,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1585,29462,31047,10995,0.948948368602441,0.104411095952706,7.36897040219479,10.2908905178259,10.3432896730487,9.30528684928514
2215,Rubber Bandits,Flashbulb,Flashbulb,9.99,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,834,4591,5425,8346,0.846267281105991,0.0250419362568895,6.72743172485086,8.4320709379994,8.59895749321888,9.02965747185074
2216,Suzerain,Torpor Games,"Fellow Traveller,Torpor Games",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,411,5708,6119,1044,0.932832162117993,0.120689655172414,6.02102334934953,8.64979915596426,8.71931737550637,6.95177216439891
2217,Cyber Hunter,NetEase Games,NetEase Games,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2996,7850,10846,1964,0.723769131477042,0.0646639511201629,8.00536706731666,8.96839619119826,9.29164382304022,7.58324752430336
2218,King of Seas,3DClouds,Team17,24.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,283,390,673,593,0.579494799405646,0.0084317032040472,5.64897423816121,5.96870755998537,6.51323011091231,6.38687931936265
2219,Potion Craft: Alchemist Simulator,niceplay games,tinyBuild,19.99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2205,27075,29280,10085,0.92469262295082,0.0361923648983639,7.69893619981345,10.2064030056285,10.2846941204975,9.21890360263667
2220,Wobbly Life,RubberBandGames,"RubberBandGames,Curve Games",16.99,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,542,17874,18416,4482,0.970569070373588,0.236501561802767,6.29710931993394,9.79115836756221,9.82102943009561,8.40804774415544
2221,ZED ZONE,Leven Liu,INDIECN,11.99,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,435,2358,2793,2532,0.844253490870032,0.0209320695102686,6.07764224334903,7.76599307940768,7.93522953981691,7.83715965000168
2222,The Jackbox Party Pack 7,"Jackbox Games, Inc.","Jackbox Games, Inc.",29.99,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,134,4101,4235,10435,0.968358913813459,0.0122664111164351,4.90527477843843,8.31922993863233,8.3513747067213,9.25301664625662
2223,Command & Conquer™ Remastered Collection,"Petroglyph,Lemon Sky Studios",Electronic Arts,19.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2868,27414,30282,29136,0.905290271448385,0.0392298187808896,7.96171881598136,10.2188455878381,10.318341777941,10.2797641231796
2224,Solitaire Forever II,Solitaire Forever,Solitaire Forever,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35,298,333,100,0.894894894894895,0.85,3.58351893845611,5.70044357339069,5.8111409929767,4.61512051684126
