,NAME,DEVELOPER,PUBLISHER,BASE PRICE,SUCCESS,Action,Adventure,Casual,Early Access,Free to Play,Indie,Massively Multiplayer,Movie,RPG,Racing,Simulation,Sports,Strategy,LAN Co-op,Online Co-op,Online PvP,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,NEGATIVE REVIEWS,POSITIVE REVIEWS,TOTAL REVIEWS,ALL TIME PEAK,positive_review_rate,peak_ratio,log_negative_reviews,log_positive_reviews,log_total_reviews,log_all_time_peak
2292,Phobies,Smoking Gun Interactive Inc.,Phobies Holdings Inc.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,119,751,870,186,0.863218390804598,0.354838709677419,4.78749174278205,6.62273632394984,6.7696419768525,5.23110861685459
2293,Surviving the Abyss,Rocket Flair Studios,Paradox Arc,19.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,279,493,772,1069,0.63860103626943,0.0084190832553788,5.63478960316925,6.20253551718792,6.65027904858742,6.97541392745595
2294,WWE 2K22,Visual Concepts,2K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2687,7293,9980,9535,0.730761523046092,0.0137388568432092,7.89655270164304,8.89480737136862,9.20843856468659,9.16282938930513
2295,Portal Reloaded,PORTANIS,PORTANIS,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,701,18597,19298,4423,0.963674992227174,0.0262265430703143,6.55393340402581,9.83080932703814,9.86780856007911,8.39479954320217
2296,Dream Date,ADOG,ADOG,1.99,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,358,2153,2511,1255,0.857427319792911,0.0055776892430278,5.88332238848828,7.67508185771633,7.82883452758809,7.13568734702814
2297,Library Of Ruina,ProjectMoon,ProjectMoon,29.99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1749,23574,25323,7211,0.930932353986495,0.214810705866038,7.46737106691756,10.0679421075017,10.139507841664,8.88350158432321
2298,Atelier Ryza 2: Lost Legends & the Secret Fairy,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",59.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,289,2873,3162,3941,0.908602150537634,0.0385688911443796,5.66988092298052,7.96346006663897,8.05927622330565,8.27944348771267
2299,Shop Titans,"Kabam Games, Inc.","Kabam Games, Inc.",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3255,11675,14930,7981,0.781982585398526,0.601929582759053,8.08825472712243,9.365290731974,9.61119486752666,8.98494428560868
2300,B100X - Auto Dungeon RPG,Nussygame,Nussygame,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,157,685,842,1673,0.81353919239905,0.0215182307232516,5.06259503302697,6.53087762772588,6.73696695800186,7.42297125104942
2301,Days Gone,Bend Studio,PlayStation PC LLC,49.99,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5432,71434,76866,27380,0.929331564020503,0.0991599707815924,8.60024674655152,11.1765432242993,11.249831934653,10.217604621185
2302,Mist Legacy,Virtys,Virtys,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,347,980,1327,1012,0.738507912584778,0.103754940711462,5.85220247977447,6.88857245956536,7.19142933003638,6.92067150424868
2303,Puyo Puyo™ Tetris® 2,SEGA,SEGA,29.99,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,331,1500,1831,1826,0.819224467504096,0.143483023001095,5.80513496891649,7.31388683163346,7.51316354523408,7.51043055637801
2304,eFootball PES 2021 SEASON UPDATE,Konami Digital Entertainment,Konami Digital Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,8664,28834,37498,20674,0.768947677209451,0.097997484763471,9.06704720214971,10.2693452060495,10.5320695449363,9.93668051989189
2305,RIDE 4,Milestone S.r.l.,Milestone S.r.l.,39.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1848,8330,10178,2867,0.818431911966988,0.101848622253226,7.52240023138712,9.02773877597491,9.22808205345234,7.96137020171951
2306,Party Animals,Recreate Games,Source Technology,19.99,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,11107,30347,41454,57806,0.732064456988469,0.104054942393523,9.31542084842669,10.320485896458,10.6323637805503,10.964865154594
2307,Hentai Furry,IR Studio,IR Studio,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,407,1618,2025,18645,0.799012345679012,0.0009117725931885,6.01126717440416,7.38956395367764,7.61381868480863,9.83338692485664
2308,Patrick's Parabox,Patrick Traynor,Patrick Traynor,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24,3072,3096,581,0.992248062015504,0.175559380378657,3.2188758248682,8.03040956213048,8.0381891799732,6.36647044773144
2309,Hadean Tactics,Emberfish Games,Emberfish Games,19.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,137,1303,1440,1986,0.904861111111111,0.0337361530715005,4.92725368515721,7.1731917424866,7.27309259599952,7.59438124255182
2310,Streamer Life Simulator,Cheesecake Dev,Cheesecake Dev,19.99,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1371,5112,6483,741,0.788523831559463,0.101214574898785,7.22402480828583,8.53954159508,8.77709288285557,6.60934924316738
2311,Battle Ram,Runic Rise Games,Runic Rise Games,29.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,237,1985,2222,4396,0.893339333933393,0.0020473157415832,5.47227067367148,7.59387784460512,7.7066129139642,8.38867776918081
2312,SIGNALIS,rose-engine,"Humble Games,PLAYISM",19.99,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,447,14414,14861,862,0.969921270439405,0.177494199535963,6.10479323241498,9.5760246100725,9.60656289871742,6.76041469108343
2313,Need for Speed™ Most Wanted,Criterion Games,Electronic Arts,19.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3774,12971,16745,1934,0.774619289340101,0.134953464322647,8.23615566168312,9.47054846742721,9.72591470276438,7.56786260546388
2314,Need for Speed™ Payback,Ghost Games,Electronic Arts,29.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3398,20740,24138,12152,0.85922611649681,0.0639400921658986,8.13123654969612,9.93986769662888,10.0915840687728,9.4053313318708
2315,Need for Speed™ Rivals,Criterion Games,Electronic Arts,19.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1688,4990,6678,415,0.74722970949386,0.233734939759036,7.4318919168078,8.51539156946961,8.80672355472564,6.03068526026126
2316,Blightbound,Ronimo Games,Devolver Digital,19.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,437,799,1236,292,0.646440129449838,0.0,6.08221891037645,6.68461172766793,7.12044437239249,5.68017260901707
2317,Football Manager 2021,Sports Interactive,SEGA,5.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1562,22308,23870,93775,0.934562211981567,0.0272993868301786,7.35436233042148,10.0127454634726,10.0804196120456,11.4486642387162
2318,Football Manager 2021 Touch,Sports Interactive,SEGA,23.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74,620,694,1951,0.893371757925072,0.1009738595592,4.31748811353631,6.43133108193348,6.54391184556479,7.57660976697304
2319,Slipways,Beetlewing,Beetlewing,16.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,139,1815,1954,1012,0.928863868986694,0.0217391304347826,4.9416424226093,7.50439155916124,7.57814547241947,6.92067150424868
2320,Love and Sex: Second Base,Andrealphus Games,Andrealphus Games,19.99,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64,822,886,453,0.927765237020316,0.403973509933775,4.17438726989564,6.71295620067707,6.78784498230958,6.11809719804135
2321,Fights in Tight Spaces,Ground Shatter,Mode 7,24.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,175,2396,2571,1449,0.931933099961105,0.0531400966183575,5.17048399503815,7.78197323443438,7.85243908535751,7.27931883541462
2322,NASCAR Heat 5,704Games Company,Motorsport Games,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,598,2347,2945,410,0.796943972835314,0.882926829268293,6.39526159811545,7.76131918094799,7.98820359702258,6.01859321449623
2323,Life is Strange Remastered,Deck Nine,Square Enix,39.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,524,2348,2872,852,0.817548746518106,0.0892018779342723,6.26339826259162,7.76174498465891,7.96311205897929,6.74875954749168
2324,懒人修仙传2,托更的修罗,托更的修罗,7.99,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,183,548,731,1411,0.749658002735978,0.161587526576896,5.21493575760899,6.30809844150953,6.59578051396131,7.25276241805319
2325,Destroy All Humans! 2 - Reprobed,Black Forest Games,THQ Nordic,39.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,479,1633,2112,2866,0.773200757575758,0.0450104675505932,6.17378610390194,7.39878627541995,7.65586401761606,7.96102146588337
2326,The Last Stand: Aftermath,Con Artist Games,Armor Games Studios,24.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,991,4243,5234,2931,0.810661062285059,0.0296827021494371,6.89972310728487,8.35326149973387,8.56312212330464,7.98344006300654
2327,WRC 9 FIA World Rally Championship,KT Racing,Nacon,29.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,186,629,815,713,0.771779141104294,1.0,5.23110861685459,6.44571981938558,6.70441435496411,6.57088296233958
2328,Melvor Idle,Games by Malcs,Jagex Ltd,9.99,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1104,10354,11458,11837,0.903648106126724,0.44817098927093,7.00760061395185,9.24522477382969,9.34653072642645,9.37906997525067
2329,Starship Troopers: Extermination,Offworld,Offworld,29.99,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3128,22935,26063,16065,0.879983117829874,0.0194833488951136,8.04846874366888,10.0404630075632,10.1683103308418,9.68446051673376
2330,171,Betagames Group,Betagames Group,19.99,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,738,2326,3064,928,0.759138381201044,0.0247844827586207,6.6052979209482,7.75233516330229,8.02780284837031,6.83410873881384
2331,Mind Over Magic,Sparkypants,Klei Publishing,24.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,101,1082,1183,2210,0.914623837700761,0.118552036199095,4.62497281328427,6.98749024700099,7.07665381544395,7.70120018085745
2332,PAYDAY 3,Starbreeze Studios,Deep Silver,39.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,28943,19930,48873,69112,0.407791623186627,0.004080333371918,10.2731182076351,9.90003158756274,10.7970008367203,11.1434981252013
2333,The Life and Suffering of Sir Brante,Sever,101XP,19.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,550,5752,6302,1544,0.912726118692479,0.0582901554404145,6.31173480915291,8.65747673686329,8.74878098951311,7.34277918933185
2334,Diplomacy is Not an Option,Door 407,Door 407,24.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,722,4262,4984,3161,0.855136436597111,0.0480860487187599,6.58340922215876,8.35772841676521,8.51418868239594,8.05896001776942
2335,Construction Simulator,weltenbauer. Software Entwicklung GmbH,astragon Entertainment,34.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1547,6729,8276,17273,0.813073948767521,0.0603832571064667,7.34471905414967,8.81433042263877,9.0212358628854,9.75695775984023
2336,King of Crabs,"Robot Squid,Spilt Milk Studios Ltd",Robot Squid,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1803,6856,8659,1860,0.791777341494399,0.039247311827957,7.49776170062257,8.83302530728436,9.06647000155648,7.52886925664225
2337,DEVOUR,Straight Back Games,Straight Back Games,4.99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6037,64974,71011,7951,0.914985002323584,0.304238460570997,8.70582811026678,11.0817578595097,11.1706041558267,8.98117874833641
2338,The Last Faith,Kumi Souls Games,Playstack,27.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,413,1951,2364,2056,0.825296108291032,0.0452334630350195,6.02586597382531,7.57660976697304,7.76853330092603,7.62900388965296
2339,Ninja Kiwi Archive,Ninja Kiwi,Ninja Kiwi,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,310,4572,4882,738,0.936501433838591,0.265582655826558,5.73979291217923,8.42792472365806,8.49351506406166,6.6052979209482
2340,Drug Dealer Simulator: Free Sample,Byterunners Game Studio,Movie Games S.A.,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,287,2348,2635,1230,0.891081593927894,0.0065040650406504,5.66296048013595,7.76174498465891,7.8770178956224,7.11558212618445
2341,Baldi's Basics Plus,Basically Games,"Basically Games, LLC",9.99,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,105,3138,3243,363,0.967622571692877,0.741046831955923,4.66343909411207,8.05165955684195,8.0845624152353,5.89715386763674
2342,Bloons TD Battles 2,Ninja Kiwi,Ninja Kiwi,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4781,23611,28392,16814,0.831607495069034,0.0471036041394076,8.47261414801827,10.0695103363606,10.2538979148951,9.73002662417437
2343,DRAGON BALL: THE BREAKERS,Dimps Corporation,Bandai Namco Entertainment,19.99,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2236,2518,4754,4054,0.529659234328986,0.0939812530833744,7.71289096149013,7.83161727635261,8.46695197497949,8.30770596654951
2344,Monster Hunter Stories 2: Wings of Ruin,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",39.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2622,12437,15059,34947,0.82588485291188,0.0066386242023635,7.87207397986687,9.42851158166383,9.61979750135388,10.461616521418
2345,Redmatch 2,Rugbug Redfern,Rugbug Redfern,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,815,12299,13114,786,0.9378526765289,0.480916030534351,6.70441435496411,9.41735454136051,9.48151189230097,6.6682282484174
2346,War on the Sea,Killerfish Games,Killerfish Games,39.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,560,1929,2489,850,0.775010044194456,0.227058823529412,6.3297209055227,7.56527528189893,7.82003798945875,6.74641212857337
2347,Astral Ascent,Hibernian Workshop,"Hibernian Workshop,MP2 Games,Maple Whispering Limited",24.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,212,3103,3315,2409,0.93604826546003,0.160647571606476,5.36129216570943,8.04044688130311,8.10651451625519,7.7873820264847
2348,The Dark Pictures Anthology: House of Ashes,Supermassive Games,BANDAI NAMCO Entertainment Europe,29.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,848,6317,7165,4573,0.881646894626657,0.0271156789853488,6.74405918631135,8.75115798136203,8.8771028978649,8.42814337458273
2349,Anno 1404 - History Edition,Ubisoft Mainz,Ubisoft,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,451,1949,2400,1152,0.812083333333333,0.504340277777778,6.11368217983223,7.57558465155779,7.78364059622125,7.05012252026906
2350,Samsara Room,Rusty Lake,Rusty Lake,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,208,7872,8080,1153,0.974257425742574,0.0555073720728534,5.34233425196481,8.97119446318447,8.99727090623345,7.05098944706805
2351,tModLoader,TML Team,"Re-Logic,TML Team",0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6868,228381,235249,46377,0.970805401935821,0.561614593440714,8.83477381421388,12.3387749445516,12.3684040574476,10.7445804878444
2352,SpongeBob SquarePants: The Cosmic Shake,Purple Lamp,THQ Nordic,39.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,163,2208,2371,1334,0.931252636018558,0.0232383808095952,5.0998664278242,7.70029520342012,7.77148876011762,7.19668657083435
2353,Hard West 2,Ice Code Games,Good Shepherd Entertainment,29.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,452,1929,2381,3038,0.810163796724065,0.0065832784726793,6.11589212548303,7.56527528189893,7.77569574991525,8.01928379291679
2354,Train Sim World® 2,Dovetail Games,Dovetail Games - TSW,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1472,6482,7954,1951,0.814935881317576,0.0471553049718093,7.29505641646263,8.776938645175,8.98155594077189,7.57660976697304
2355,Loop Hero,Four Quarters,Devolver Digital,14.99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2199,30239,32438,51078,0.932209137431408,0.0083597634989623,7.69621263934641,10.3169208302935,10.3871166816136,10.8411287328209
2356,Steelrising,Spiders,Nacon,49.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,876,2649,3525,2799,0.751489361702128,0.0260807431225438,6.77650699237218,7.88231491898027,8.16791936295782,7.9373746961633
2357,Tails of Iron,Odd Bug Studio,"United Label,CI Games",24.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,845,6913,7758,1537,0.891080175302913,0.0338321405335068,6.74051935960622,8.84130362048157,8.95660873889395,7.33823815006559
2358,The Planet Crafter,Miju Games,Miju Games,19.99,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,930,25066,25996,14237,0.96422526542545,0.141392147222027,6.83625927727707,10.1293075190537,10.1657364257309,9.56366972566382
2359,Guild Wars 2,ArenaNet®,NCSOFT,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1652,13021,14673,8252,0.887412253799496,0.555138148327678,7.41034709782102,9.47439551379681,9.59383249927394,9.01833204959268
2360,GWENT: The Witcher Card Game,CD PROJEKT RED,CD PROJEKT RED,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5004,22748,27752,4862,0.819688671086769,0.203208556149733,8.51819269174932,10.032276467369,10.2310992214394,8.48941081040379
2361,Exoprimal,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",59.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1181,2690,3871,4975,0.694910875742702,0.0110552763819095,7.07496319796604,7.89766815072691,8.26152644839647,8.51238163441901
2362,BPM: BULLETS PER MINUTE,Awe Interactive,Awe Interactive,19.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,928,9447,10375,1540,0.91055421686747,0.0305194805194805,6.83410873881384,9.1535583578772,9.24725072599628,7.34018683532012
2363,Ship of Fools,Fika Productions,Team17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,721,2798,3519,2319,0.79511224779767,0.0754635618801207,6.58202513889283,7.93701748951545,8.16621626859214,7.74932246466036
2364,Tiny Tina's Wonderlands,Gearbox Software,2K,59.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4084,12208,16292,14957,0.749324821998527,0.123153038710971,8.3150770072941,9.40992866366886,9.69849084670295,9.61300155275161
2365,Ship Graveyard Simulator,Games Incubator,"Games Incubator,PlayWay S.A.",0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,428,918,1346,1233,0.682020802377415,0.016220600162206,6.06145691892802,6.82328612235569,7.20563517641036,7.11801620446533
2366,Disciples: Liberation,Frima Studio,Kalypso Media,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,822,2392,3214,2539,0.744243932794026,0.0240252067743206,6.71295620067707,7.78030308790837,8.07558263667172,7.83991936001258
2367,Firework,Shiying Studio,Gamera Games,9.99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,755,36836,37591,3678,0.979915405283179,0.0280043501903208,6.62804137617953,10.5142580538286,10.5345465407827,8.21039625510477
2368,Way of the Hunter,Nine Rocks Games,THQ Nordic,39.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1553,5391,6944,6912,0.776353686635945,0.0707465277777778,7.34858753092759,8.59267165259214,8.84577725518844,8.84115897594526
2369,Helltaker,vanripper,vanripper,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2542,114417,116959,6489,0.978265888046238,0.0183387270765912,7.84109976542212,11.6476136882081,11.6695872749836,8.77801780969814
